Review text,teks_bersih
buat transfer harus verifikasi dulu,buat transfer harus verifikasi dulu
aku suka banget aplikasinya,suka banget aplikasinya
trauma saya transaksi disini.. deposit tidak masuk.,trauma saya transaksi disini deposit tidak masuk
"shopeePay bner² membantu bwat pdgang umkm sorti saya... ga lemot, gampang dmengerti dan tentunya enak bwat bertransaksi..skarang fiturnya makin komplit alias serba ada..smga makin jaya end sukses selalu...💪💪💪",shopeePay bner² membantu bwat pdgang umkm sorti saya lemot gampang dmengerti tentunya enak bwat bertransaksiskarang fiturnya makin komplit alias serba adasmga makin jaya sukses selalu
aplikasi cakeep,aplikasi cakeep
sangat suka dengan aplikasi shopee pay ☺️☺️☺️,sangat suka dengan aplikasi shopee
sangat bagustt tetapi semangat Shopee pay semoga dapet ipon geratis,sangat bagustt tetapi semangat Shopee semoga dapet ipon geratis
sangat membantu terimakasih,sangat membantu terimakasih
saya sangat puas,saya sangat puas
sangt membantu semga lebih byk ygmurah pruduk ya,sangt membantu semga lebih ygmurah pruduk
scam gk ada kode rendem,scam kode rendem
transaksi cepat dan tepat bagus,transaksi cepat tepat bagus
Mudah dan praktis,Mudah praktis
semoga aplikasinya makin sukses dan selalu terpercaya,semoga aplikasinya makin sukses selalu terpercaya
sangat memuaskan TERIMAKASIH,sangat memuaskan TERIMAKASIH
akun gua tiba tiba ke blok jirr,akun tiba tiba blok jirr
tolong d bantu proses pengajuan shopee later nya dong sulit sekali kita mau konfirmasi k admin cs shopee,tolong bantu proses pengajuan shopee later dong sulit sekali kita konfirmasi admin shopee
penipuan aku mau ngambil diamond epep tidak bosa,penipuan ngambil diamond epep tidak bosa
asli bagus dan mudah moga kedepan nya selalu dapat memberikan yg terbaik sy jadi tidak perlu ke luar rumah,asli bagus mudah moga kedepan selalu dapat memberikan terbaik jadi tidak perlu luar rumah
mantap lah pokoknya,mantap pokoknya
bagus dan ok,bagus
aplikasi bagus dan mudah simpel,aplikasi bagus mudah simpel
"mantap sekali,",mantap sekali
shoppeepay😍🥳,shoppeepay
satu untuk semua,satu untuk semua
"akibat shopee pay saya GK bisa daftar shopee food karna udah terdaftar ke nomer yg dulu sedangkan nomer yg dulu hilang sama hp nya saya ganti GK bisa"" sama yg no baru suruh bayar tagihan udah saya bayar lewat Indomaret tapi masih belom bisa di upgrade shopee pay ku ke shopee pay plus",akibat shopee saya bisa daftar shopee food karna udah terdaftar nomer dulu sedangkan nomer dulu hilang sama saya ganti bisa sama baru suruh bayar tagihan udah saya bayar lewat Indomaret tapi masih belom bisa upgrade shopee shopee plus
cepat dan tepat,cepat tepat
aplikasi tholol pin code belum dimasukin udah dil Tholol,aplikasi tholol code belum dimasukin udah Tholol
sangat memudahkan untuk bertransaksi dan belanja,sangat memudahkan untuk bertransaksi belanja
alangkah mudah ya belanja di sopeepay,alangkah mudah belanja sopeepay
mantap pokoknya 👍,mantap pokoknya
"kecewa..!!! kalo ada rating 0 sy kasih! sy pengguna shopee dari awal mula ada,baru bbrpa bln coba utk menggunakan Shopepay later utk keperluan mendesak tp cara penagihan yg di lakukan diluar nalar pdhl blm ada 30hari keterlambatan, TLP org tua sy, kluarga, bahkan di medsos tmpt kerja, hutang yg dimiliki gak sebanding dgn perlakuan tukang tagih dgn berbagai ancaman. meresahkan. bagaiman bisa kerja utk membayar cicilan kl di pecat?? kalian diawasi OJK.",kecewa kalo rating kasih pengguna shopee dari awal mula adabaru bbrpa coba menggunakan Shopepay later keperluan mendesak cara penagihan lakukan diluar nalar pdhl 30hari keterlambatan kluarga bahkan medsos tmpt kerja hutang dimiliki sebanding perlakuan tukang tagih berbagai ancaman meresahkan bagaiman bisa kerja membayar cicilan pecat kalian diawasi
nunggu sebulan tp ngga bisa alasannya area belum tersedia apalahh,nunggu sebulan ngga bisa alasannya area belum tersedia apalahh
Hoax,Hoax
aplikasi bekerja dengan baik walau buffering agak lama,aplikasi bekerja dengan baik walau buffering agak lama
oke sih sangat membantu dalam proses pembayaran,sangat membantu dalam proses pembayaran
baik baik emang serba bisa tapi banyak yang nipu tterimakasih segitu aja dulu,baik baik emang serba bisa tapi banyak yang nipu tterimakasih segitu dulu
semakin memudahkan pembayaran,semakin memudahkan pembayaran
simpel dan nggk ribet untuk pembayaran,simpel nggk ribet untuk pembayaran
joss mantab cepat prosesnya,joss mantab cepat prosesnya
"tidak bisa login, nomor verifikasi sudah benar tapi tetap tidak bisa masuk. payah",tidak bisa login nomor verifikasi sudah benar tapi tetap tidak bisa masuk payah
mantap belum ada 1×24jam saldo saya balik lagi,mantap belum 124jam saldo saya balik lagi
naikin dong jangan di bekukan paylaterku,naikin dong jangan bekukan paylaterku
"gimana ya, saya udah ganti nomor , mau daftar lagi, kode nya ke kirim nomor lama",gimana saya udah ganti nomor daftar lagi kode kirim nomor lama
"sangat mudah dan praktis, belanja jadi gampang dan ga ribet pake shopeepay.",sangat mudah praktis belanja jadi gampang ribet pake shopeepay
mantap bgt,mantap
Alhamdulillah kk uang saya udah masuk ke banknya ... semoga selalu amanah dan sukses selalu tim shopeepay,Alhamdulillah uang saya udah masuk banknya semoga selalu amanah sukses selalu shopeepay
sangat baik dan membantu,sangat baik membantu
sangat membantu. thx,sangat membantu
saya costumer shopee mau download shopeepay jadi mikir shopee aja kalau kirim barang nipu waktu estiamsi terus apa jaminannya kalau uang kita di shopeepay aman 😂🤪 gak bisa dipercayalah,saya costumer shopee download shopeepay jadi mikir shopee kalau kirim barang nipu waktu estiamsi terus jaminannya kalau uang kita shopeepay aman bisa dipercayalah
untuk pihak shopee pay kenapa kode redeem free fire saya tidak muncul padahal saya baru pertama kali menginstal dan saya juga sudah upgrade ke shopee pay plus saya sungguh kecewa,untuk pihak shopee kenapa kode redeem free fire saya tidak muncul padahal saya baru pertama kali menginstal saya juga sudah upgrade shopee plus saya sungguh kecewa
"mantappp,ga banyak kata kata",mantapppga banyak kata kata
PENJELASAN TENTANG SHOPEE DEALS TIDAK JELAS. SETELAH BELI MAKANAN YG PROMO TERNYATA MASIH BAYAR KURIR DAN PELAYANAN. PERCUMA DI PROMO AKAL2AN DOANG,PENJELASAN TENTANG SHOPEE DEALS TIDAK JELAS SETELAH BELI MAKANAN PROMO TERNYATA MASIH BAYAR KURIR PELAYANAN PERCUMA PROMO AKAL2AN DOANG
"ngasih promo 70 DM di game free fire tapi syaratnya pake KTP,dikira semua orang dah punya ktp",ngasih promo game free fire tapi syaratnya pake KTPdikira semua orang punya
mantap lebih murah dari harga dana,mantap lebih murah dari harga dana
ya tentu bisa ngambil kode redem ff ya ..yang berhadiah diamond,tentu bisa ngambil kode redem yang berhadiah diamond
tidak punya tagihan apapun di shope tapi dibekukan,tidak punya tagihan apapun shope tapi dibekukan
notink imposible,notink imposible
"kenapa di saya mau buat spinjm di bekukan,padahal saya blm pernah pinjam.",kenapa saya buat spinjm bekukanpadahal saya pernah pinjam
kode buat ngambil DM gratis nya ga muncul min gimana ini,kode buat ngambil gratis muncul gimana
aplikasi yang sangat memudahkan dalam berbelanja berbagai macam kebutuhan baik primer maupun sekunder. didukung bermacam bonus voucher dan ada jaminan tepat waktu. tentu hal ini dirasakan juga oleh para pengguna. semoga shopee konsisten dalam memanjakan konsumen,aplikasi yang sangat memudahkan dalam berbelanja berbagai macam kebutuhan baik primer maupun sekunder didukung bermacam bonus voucher jaminan tepat waktu tentu dirasakan juga oleh para pengguna semoga shopee konsisten dalam memanjakan konsumen
ada apk shopee pay jadi lebih mudah untung beli apa aja pokonya shoope pay is the best🤙🏻🤙🏻,shopee jadi lebih mudah untung beli pokonya shoope best
pake ShopeePay emng enak dan mudah dlm hal pembayaran sy cukup puas belanja dg Apl.Shopee 🫶,pake ShopeePay emng enak mudah pembayaran cukup puas belanja AplShopee
aplikasi nya jadi aneh setelah di update,aplikasi jadi aneh setelah update
bagus banget sihhhh,bagus banget sihhhh
"sangat sangat membantu, membuat semua jadi lebih mudah",sangat sangat membantu membuat semua jadi lebih mudah
sangat membantu bisnis saya,sangat membantu bisnis saya
Ok bos,
buruk untuk tf antar bank uang saya nyangkut pdhal mau dpake uangnya mlah dlam proses trus,buruk untuk antar bank uang saya nyangkut pdhal dpake uangnya mlah dlam proses trus
bagus bngtt suka,bagus bngtt suka
Alhamdulillah... terima kasih,Alhamdulillah terima kasih
berguna banget buat segala yg trkait dg blnja online👍🏻,berguna banget buat segala trkait blnja online
best solusion,best solusion
"ok,,cepat dan berguna",okcepat berguna
Bagus bngt tapi gw ga dikasih Zx,Bagus bngt tapi dikasih
mantabbbs,mantabbbs
sayang ga da fitur pinjam tunai,sayang fitur pinjam tunai
aplikasi ini sangat bagus dan sangat membantu,aplikasi sangat bagus sangat membantu
sangat bagus dan mudah mengaktifkannya gak ribet dan bisa di percaya 👍,sangat bagus mudah mengaktifkannya ribet bisa percaya
bagus memudahkan kita,bagus memudahkan kita
bagus cocok buat zaman sekarang,bagus cocok buat zaman sekarang
menjadi mudah bertransaksi pake shopeePay,menjadi mudah bertransaksi pake shopeePay
pengiriman nya 🏃mo,pengiriman
Pengoptimalan maksimal dan selalu meningkat. semoga semakin ramai pemakainya.,Pengoptimalan maksimal selalu meningkat semoga semakin ramai pemakainya
baik bangat,baik bangat
"mohon maaf semua saya meras aplikasi ini tidak memuaskan karena untuk penarikan uang, tidak bisa di verifikasi oleh admin, padahal uang di akun shopeey saya itu habis top up sendiri",mohon maaf semua saya meras aplikasi tidak memuaskan karena untuk penarikan uang tidak bisa verifikasi oleh admin padahal uang akun shopeey saya habis sendiri
nyeni,nyeni
sangat membantu kalau malas belanja ke toko....,sangat membantu kalau malas belanja toko
"paket belum sampai, tapi sudah diselesaikan sama kurirnya",paket belum sampai tapi sudah diselesaikan sama kurirnya
sangatt berguna sekali,sangatt berguna sekali
sempurna shopeepay,sempurna shopeepay
saya ingin mengubah pin shopeepay tapi kode otp nya ga masuk masuk padahal udah di lakukan beberapa cara tapi tetep gabisa...tolong lahhh,saya ingin mengubah shopeepay tapi kode masuk masuk padahal udah lakukan beberapa cara tapi tetep gabisatolong lahhh
"Salah satu keunggulan utama ShopeePay adalah kemudahannya dalam melakukan pembayaran. Pengguna hanya perlu melakukan pemindaian kode QR (QRIS) atau memilih metode ShopeePay saat checkout di aplikasi Shopee. Dengan cara ini, transaksi dapat diselesaikan dalam hitungan detik tanpa harus memasukkan nomor rekening, kode OTP tambahan, atau data lainnya secara berulang-ulang. Fitur ini sangat membantu terutama bagi pengguna yang sering berbelanja online atau melakukan pembayaran harian di toko fisik.",Salah satu keunggulan utama ShopeePay adalah kemudahannya dalam melakukan pembayaran Pengguna hanya perlu melakukan pemindaian kode QRIS atau memilih metode ShopeePay saat checkout aplikasi Shopee Dengan cara transaksi dapat diselesaikan dalam hitungan detik tanpa harus memasukkan nomor rekening kode tambahan atau data lainnya secara berulangulang Fitur sangat membantu terutama bagi pengguna yang sering berbelanja online atau melakukan pembayaran harian toko fisik
saya sangat senang mengguanakan shopeepay mantap. 👍👍👍,saya sangat senang mengguanakan shopeepay mantap
"sangat bermanfaat aplikasi ini, mempermudah semua Nya",sangat bermanfaat aplikasi mempermudah semua
mantap... semua jadi muda👍👍👍👍👍,mantap semua jadi muda
nice..,nice
tidak bisa dipake untuk mengisi aplikasi yang lain,tidak bisa dipake untuk mengisi aplikasi yang lain
"Asli oke perlindungan keamanan,program & internalnya lebih bekerja dgn bagus,bebas iklan,bug ataupun lelet,enak ketika di operasikan & mengakses semua menu2nya,tapi di sayangkan sering ketika di pakai terkadang agak3 sulit membukanya pas saat koneksi lgi buruk/ tidak stabil, terkadang Lodingnya lambat banget dan cuma berputar2 saja,mungkin cuma hal yang biasa terjadi di apps ini dan yang lain2nya sesuai pengalaman transaksi sukses,, masukan yuk bagusnya dibenahi segalanya.",Asli perlindungan keamananprogram internalnya lebih bekerja bagusbebas iklanbug ataupun leletenak ketika operasikan mengakses semua menu2nyatapi sayangkan sering ketika pakai terkadang agak3 sulit membukanya saat koneksi buruk tidak stabil terkadang Lodingnya lambat banget cuma berputar2 sajamungkin cuma yang biasa terjadi apps yang lain2nya sesuai pengalaman transaksi sukses masukan bagusnya dibenahi segalanya
mantap nyaman aman,mantap nyaman aman
saya baru mencoba nya aplikasi ini semoga memudahkan untuk ber belanja,saya baru mencoba aplikasi semoga memudahkan untuk belanja
gak dapet diamond ff bintang1,dapet diamond bintang1
shopepay aku gak bisa login🙁jadi aku uninstal aja,shopepay bisa loginjadi uninstal
sangat membantu dan yg sy masih ingin tau cara menggunakn Spinjam dan data pribadi apa aja yg diperlukan,sangat membantu masih ingin cara menggunakn Spinjam data pribadi diperlukan
sangat bermanfaat dan membantu... terimakasih,sangat bermanfaat membantu terimakasih
"kenapa sih semenjak pake yang di rekomendasikan spx itu selalu bikin kecewa paket sya smpai 2 minggu di tahan maksudnya gimana, paket spx selalu aja bermasalah klau misalnya gak bisa ngirim ya buat apa pake spx, dlu jnt aman aja ini kok makin mengecewakan jadi mikir2 klau beli, paket sya banyak bermasalah smua lagi mana gak bisa dilaporin bersamaan harus satu2 muak tau muak banget, klau gak bisa gak usah buat ekspedisi sekalian gak usah di rekomendasikan klau emang gak becus 😀",kenapa semenjak pake yang rekomendasikan selalu bikin kecewa paket smpai minggu tahan maksudnya gimana paket selalu bermasalah klau misalnya bisa ngirim buat pake aman makin mengecewakan jadi mikir2 klau beli paket banyak bermasalah smua lagi mana bisa dilaporin bersamaan harus satu2 muak muak banget klau bisa usah buat ekspedisi sekalian usah rekomendasikan klau emang becus
mantap pembayaran via shopeepay selalu ada potongan👍🏻,mantap pembayaran shopeepay selalu potongan
gak ada diamond code nya a2u,diamond code
tebaik,tebaik
mempermudah konsumen dalam segala hal,mempermudah konsumen dalam segala
"Cepat menggunakan aplikasi ini, keren 👍👍",Cepat menggunakan aplikasi keren
karenanya dan mantap,karenanya mantap
kalau untuk beli barang rekomendasi banget,kalau untuk beli barang rekomendasi banget
"mudah bebelanja online, apa lagi di tambah fitur pembayaran dengan qris",mudah bebelanja online lagi tambah fitur pembayaran dengan qris
"mengapa sistem pembayaran tidak bisa seperti tiktok pay latter, bisa di cicil berapapun sampai hari h atau tanggal pembayaran taggihan, ini bisa memperingan bagi yang punya upah harian, ya itu juga jika sesuai dengan perhitungan dan kebijakan perusahaan, karena kami sebagai konsumen hanya bisa mengajukan, pihak perusahaan adalah eksekutornya",mengapa sistem pembayaran tidak bisa seperti tiktok latter bisa cicil berapapun sampai hari atau tanggal pembayaran taggihan bisa memperingan bagi yang punya upah harian juga jika sesuai dengan perhitungan kebijakan perusahaan karena kami sebagai konsumen hanya bisa mengajukan pihak perusahaan adalah eksekutornya
Sumpah Paylater Ngapain si punya fitur connect ke Google play babi gua gamau langganan malah di arahkan pay later babi,Sumpah Paylater Ngapain punya fitur connect Google play babi gamau langganan malah arahkan later babi
asi,
aplikasi sangat bagus dan benar2 membantu,aplikasi sangat bagus benar2 membantu
karna apk nya bagus dan bermanfaat faat,karna bagus bermanfaat faat
"sejauh ini ok ,di bandingkan apk sebelah",sejauh bandingkan sebelah
