Review text,teks_bersih
"sistem bobrok,bilangnya jaminan uang kembali,tetapi sampai sekarang tidak bisa diproses.",sistem bobrokbilangnya jaminan uang kembalitetapi sampai sekarang tidak bisa diproses
Gak bisa lagi sekarang narik saldo di bisnis,bisa lagi sekarang narik saldo bisnis
"Dana ini sangat lemot sekali, trus tidak bisa buka activity nya, jadi kalo mau lihat bukti tf atau uang masuk gk bisa. tolong dievaluasi lagi.",Dana sangat lemot sekali trus tidak bisa buka activity jadi kalo lihat bukti atau uang masuk bisa tolong dievaluasi lagi
"selamat malam ini aplikasi dana kenapa sekarang tidak bisa transaksi ya padahal kemaren masih baik"" aja tolong dong diperbaiki lagi untuk apk nya jadi susah bayar segala macam ini",selamat malam aplikasi dana kenapa sekarang tidak bisa transaksi padahal kemaren masih baik tolong dong diperbaiki lagi untuk jadi susah bayar segala macam
sangat mudah bisa membantu buat transfer ke semua bank,sangat mudah bisa membantu buat transfer semua bank
cuman 1 yg disayangkan dana cicilnya terkadang gak bisa digunakan untuk depo,cuman disayangkan dana cicilnya terkadang bisa digunakan untuk depo
sangat cepat aman dan terpercaya,sangat cepat aman terpercaya
setelah update jadi ga bisa transfer selalu loading terus,setelah update jadi bisa transfer selalu loading terus
sangat membantu..trimakasih,sangat membantutrimakasih
dua hari sekali updatenya,hari sekali updatenya
aplikasi super cepat dan keamanan yang tinggi,aplikasi super cepat keamanan yang tinggi
"masa gaada Sumatra Utara dalam provinsinya, jadi gimana mau upgrade nya?",masa gaada Sumatra Utara dalam provinsinya jadi gimana upgrade
aplikasi susah di buka dan waktu login tidak bisa apk keluar masuk sendiri,aplikasi susah buka waktu login tidak bisa keluar masuk sendiri
dana emang top,dana emang
ngebug terus tetep ga bisa masuk kenapa sih,ngebug terus tetep bisa masuk kenapa
ok muantap,muantap
"aplikasi nya bagus dan memudahkan dalam bertransaksi, tapi sayang banget kalo lagi urgent pasti ada aja kendalanya, padahal ya jaringan tuh bagus dan lancar' aja buat buka sosmed lainnya, pas banget kemaren lagi mau transaksi malahan gabisa konfirmasi buat lanjut transaksi, krna sistem yg transaksi lagi ramai, dan loding nya juga lama jadi harus di tungguin dulu sampe ditinggal beberes tetep aja ga buka lodingan konfirmasi lanjut transaksinya, maaf ya aku kasih bintang segini, terimakasih DANA.",aplikasi bagus memudahkan dalam bertransaksi tapi sayang banget kalo lagi urgent pasti kendalanya padahal jaringan bagus lancar buat buka sosmed lainnya banget kemaren lagi transaksi malahan gabisa konfirmasi buat lanjut transaksi krna sistem transaksi lagi ramai loding juga lama jadi harus tungguin dulu sampe ditinggal beberes tetep buka lodingan konfirmasi lanjut transaksinya maaf kasih bintang segini terimakasih DANA
"pak, kalian jangan suka nonton konten2 konyol ya, biar tindakan kalian tidak konyol juga, masa iya mau beli pulsa harus vermuk, gimana kondisi hp orang rusak dan kenapa tidak sekalian buat transfer sekalian pake vermuk, kan sama2 keluar uang..mangkanya jangan suka nonton konten2 konyol yg membodohi diri sendiri ya, biar kalian tidak ikut bodoh dan parahnya jika sudah bodoh empati kita bisa menurun juga loh, bisa mati akal sehat!",kalian jangan suka nonton konten2 konyol biar tindakan kalian tidak konyol juga masa beli pulsa harus vermuk gimana kondisi orang rusak kenapa tidak sekalian buat transfer sekalian pake vermuk sama2 keluar uangmangkanya jangan suka nonton konten2 konyol membodohi diri sendiri biar kalian tidak ikut bodoh parahnya jika sudah bodoh empati kita bisa menurun juga bisa mati akal sehat
"Kenapa tidak bisa tranfer, sellu di konfirmasi pembayaran ga muncul dan loding trs makin jelek aja",Kenapa tidak bisa tranfer sellu konfirmasi pembayaran muncul loding makin jelek
Sama gak bisa buat TF muter trus,Sama bisa buat muter trus
banyak gangguan nya kadang GK bisa transfer apalagi banyak penipuan lewat dana,banyak gangguan kadang bisa transfer apalagi banyak penipuan lewat dana
kenapa prevasi wajah tidak bisa digunakan??,kenapa prevasi wajah tidak bisa digunakan
gbisa daftar,gbisa daftar
sangatt bagus,sangatt bagus
sangat membantu ank rantau,sangat membantu rantau
tidak sesuai,tidak sesuai
lumayan membantu tp sayangnya fitur dana cicil di aplikasi saya tidak bisa dibuka...kecewa banget,lumayan membantu sayangnya fitur dana cicil aplikasi saya tidak bisa dibukakecewa banget
saat ini cukup membantu dalam transaksi,saat cukup membantu dalam transaksi
tolong di perketat agar tidak terjadi kehilangan saldo. seperti teman saya. tiba² saldo hilang. di perketat biar kita tidak takut menyimpan uang di dana. trms...,tolong perketat agar tidak terjadi kehilangan saldo seperti teman saya tiba² saldo hilang perketat biar kita tidak takut menyimpan uang dana trms
"praktis, simpel, memudahkan",praktis simpel memudahkan
kenapa fitur dana cicil saya gk muncul² padahal saya udah bertahun-tahun menggunakan dana dan stiap bulan pasti ada transaksi saya,kenapa fitur dana cicil saya muncul² padahal saya udah bertahuntahun menggunakan dana stiap bulan pasti transaksi saya
bagus sekali dapat mempermudah transaksi,bagus sekali dapat mempermudah transaksi
makin hari makin ga jelas dana,makin hari makin jelas dana
riwayat transaksi sering hilang,riwayat transaksi sering hilang
good akun gw dh kembali,good akun kembali
"PENGALAMAN TERBURUK YANG SAYA PERNAH RASAKAN, PADA SAAT MENGIRIMKAN UANG KE PENERIMA SI PENERIMA TIDAK MENDAPAT KAN UANG TERSEBUT PADAHAL SUDAH ADA RIWAYAT YANG SESUAI, DAN SUDAH TERJADI SEBANYAK 7 KALI.",PENGALAMAN TERBURUK YANG SAYA PERNAH RASAKAN PADA SAAT MENGIRIMKAN UANG PENERIMA PENERIMA TIDAK MENDAPAT UANG TERSEBUT PADAHAL SUDAH RIWAYAT YANG SESUAI SUDAH TERJADI SEBANYAK KALI
sangat membantu transaksi usaha,sangat membantu transaksi usaha
mantab dompet digital ny,mantab dompet digital
sangat sangat mengecewakan saldo ku hilang,sangat sangat mengecewakan saldo hilang
Mau Tarik Tunai aja susah skrng,Tarik Tunai susah skrng
Sangat baik !!,Sangat baik
dana gangguan yaa?,dana gangguan
Mau claim A+ masa disuruh verif lagi padahal udh premium aneh bener,claim masa disuruh verif lagi padahal premium aneh bener
"kenapa setelah di update malah ngalah ngablank warna hitam setelah memasukan nomor,dan kembali lagi dan lagi,sampe hape saya di riseett ,",kenapa setelah update malah ngalah ngablank warna hitam setelah memasukan nomordan kembali lagi lagisampe hape saya riseett
"ini kenapa ya , jaringan baguss lancar, udah haous chace.hapus memori, udah di update ke versi terbaru tapi tetep gak bisa di pake buat tarik atau kirim saldoo padahal posisi lagi urgent banget, tolong dong di perbaiki",kenapa jaringan baguss lancar udah haous chacehapus memori udah update versi terbaru tapi tetep bisa pake buat tarik atau kirim saldoo padahal posisi lagi urgent banget tolong dong perbaiki
"dua minggu ini sudah tiga kali update, masih ada bug. dari menu utama ke menu saya, tidak bisa kembali ke menu utama lagi atau keluar dari aplikasi. update cuma cari cuan saja untuk developer nya.",minggu sudah tiga kali update masih dari menu utama menu saya tidak bisa kembali menu utama lagi atau keluar dari aplikasi update cuma cari cuan saja untuk developer
isthe best,isthe best
ini aplikasi enak banget buat nabung buat beli,aplikasi enak banget buat nabung buat beli
ok bagus,bagus
"kok stiap ngisi saldo dana selalu di potong sihh gjls bgt apa apa harus di potong,ga semua orang ikhlas kalo saldo dananya di potong , tolong dong jangan di potong lagi",stiap ngisi saldo dana selalu potong sihh gjls harus potongga semua orang ikhlas kalo saldo dananya potong tolong dong jangan potong lagi
hilangkan vitur kode otp,hilangkan vitur kode
cukup berkesan,cukup berkesan
sangat manfaat dan berguna untuk semua orang,sangat manfaat berguna untuk semua orang
kenapa aplikasi ini gak muncul dilayarku tiap kali mau buka harus dawlod dulu ya mohon bantuanya admin,kenapa aplikasi muncul dilayarku tiap kali buka harus dawlod dulu mohon bantuanya admin
"stelah update GK bisa masuk ""koneksi internet anda bermasalah periksa jaringanmu"" Cemana ni oi",stelah update bisa masuk koneksi internet anda bermasalah periksa jaringanmu Cemana
makasih sudah bisa,makasih sudah bisa
setelah update saya selalu di paksa menggunakan dana premium saat saya mau memakai dana premium selalu memakai nomor orang tua tapi di hp otang tua saya tidak ada notif atau pemberitahuan terhadap daftar dana premium,setelah update saya selalu paksa menggunakan dana premium saat saya memakai dana premium selalu memakai nomor orang tapi otang saya tidak notif atau pemberitahuan terhadap daftar dana premium
"INI KENAPA APK DANA GABISA DI GUNAIN???!!! LEMOT MULU MASA . SETELAH UPDATE JADI GAJELAS, MANA MASIH ADA UANG NYA DI DALEM APK!!!",KENAPA DANA GABISA GUNAIN LEMOT MULU MASA SETELAH UPDATE JADI GAJELAS MANA MASIH UANG DALEM
aplikasi saya tidak bisa dibuka setelah update...tampilannya mulai...lanjut...mulai ...lanjut...terus seperti itu...kenapa y jaringan internet bagus penasaran saya pindah pakai wifi...sudah lakukan yg disarankan cs dana ...tetap aja g bisa....bingung saya,aplikasi saya tidak bisa dibuka setelah updatetampilannya mulailanjutmulai lanjutterus seperti itukenapa jaringan internet bagus penasaran saya pindah pakai wifisudah lakukan disarankan dana tetap bisabingung saya
super truk,super truk
transaksi bgus mksh.,transaksi bgus mksh
aplikasi dana ceroboh tanpa persetujuan orang yang punya uang main sosor aja membayar tanpa persetujuan padahal saya masukan uang ke dana untuk membeli token listrik eeeeh malah duluan dia membayarkan ke google tanpa persetujuan padaha saya gak pernah mempersetujui ke google bisa aplikasi dana membaya tanpa persetujua sekali 2 minggu uang saya di ambil 80 65 40 dan seterusnya selama satu tahun kalikan aja teman teman memang gak jelas aplikasi dana sekarang muak jadinya. hati hati gaes waspada...,aplikasi dana ceroboh tanpa persetujuan orang yang punya uang main sosor membayar tanpa persetujuan padahal saya masukan uang dana untuk membeli token listrik eeeeh malah duluan membayarkan google tanpa persetujuan padaha saya pernah mempersetujui google bisa aplikasi dana membaya tanpa persetujua sekali minggu uang saya ambil seterusnya selama satu tahun kalikan teman teman memang jelas aplikasi dana sekarang muak jadinya hati hati gaes waspada
knapa akun dana saya tidak bisa fitur cek in harian ya??,knapa akun dana saya tidak bisa fitur harian
tiap transaksi mau terima atau kirim potongan lumayan..jdi males pakai lgi,tiap transaksi terima atau kirim potongan lumayanjdi males pakai
"kenapa sih aplikasi ini stuck pas mau pembayaran, udh mau seharian ini stuck terus gimana ini tanggung jawab lah",kenapa aplikasi stuck pembayaran seharian stuck terus gimana tanggung jawab
"tolong kepada pengembang untuk segera memperbaiki opsi transfer pulsa (topup) karena semenjak update terakhir (beberapa hari lalu) opsi topup pulsa selalu mengalami error, terimakasih",tolong kepada pengembang untuk segera memperbaiki opsi transfer pulsa topup karena semenjak update terakhir beberapa hari lalu opsi topup pulsa selalu mengalami error terimakasih
alhamdulillah selama memakai Dana tidak pernah mengalami kendala ....,alhamdulillah selama memakai Dana tidak pernah mengalami kendala
"gw kasih bintang 1,karna pas gw mau transaksi, transaksi nya ditolak GK tau gw knp",kasih bintang 1karna transaksi transaksi ditolak
okbangett,okbangett
gampang transfer sana sini,gampang transfer sana sini
dengan adanya dana ini sangat membantu dalam transaksi tkasih dana,dengan adanya dana sangat membantu dalam transaksi tkasih dana
"makin ribet aja proses kirim Uang,,udh top up jd kena biaya admin,, skrg buat kirim uang harus ketik kalimat berbahasa asing panjang bgt,, aplikasi makin nggak bermutu",makin ribet proses kirim Uangudh kena biaya admin skrg buat kirim uang harus ketik kalimat berbahasa asing panjang aplikasi makin nggak bermutu
lebih mudah pakai dana,lebih mudah pakai dana
tingakt keamanan aplikasi dana kurang maksimal masih bisa di bobol,tingakt keamanan aplikasi dana kurang maksimal masih bisa bobol
apk good,good
Bagus koq,Bagus
"FAKTA... Teknologi canggih juga ada kelemahannya jadi hati-hati dan mawas diri terhadap pelaku PHISING,yang melalui TAUTAN palsu atau apapun namanya itu alias dari para penipu yang meminta OTP,PIN Dll. Jangan sampai anda-anda jadi korban berikutnya... TERIMA KASIH Teknologi untuk memudahkan manusia bukan malah menyusahkan dan merugikan. LANJUTKAN😀👍👍",FAKTA Teknologi canggih juga kelemahannya jadi hatihati mawas diri terhadap pelaku PHISINGyang melalui TAUTAN palsu atau apapun namanya alias dari para penipu yang meminta OTPPIN Jangan sampai andaanda jadi korban berikutnya TERIMA KASIH Teknologi untuk memudahkan manusia bukan malah menyusahkan merugikan LANJUTKAN
cepat dan memuaskan,cepat memuaskan
sy ksih pul bagus banget ini,ksih bagus banget
dana cicil saya nggak mau di klik,dana cicil saya nggak klik
Bagus aplikasinya,Bagus aplikasinya
"Mempermudah pembayaran via digital, kirim dan terima uang jadi gampang no ribet.",Mempermudah pembayaran digital kirim terima uang jadi gampang ribet
saya masih dalam tahap belajar lewat dana.,saya masih dalam tahap belajar lewat dana
sangat cocok digunakan saat bertransaksi mo apa,sangat cocok digunakan saat bertransaksi
siip lh 👍🏻,siip
tiap hari apdet terus 😀,tiap hari apdet terus
sangat cocok buat kirim saldo digital,sangat cocok buat kirim saldo digital
insya'allah sangat mendukung,insyaallah sangat mendukung
aplikasi ini sangat membantu,aplikasi sangat membantu
di hp Xiaomi gak bisa buka,Xiaomi bisa buka
mantap sekarang,mantap sekarang
Sangat membantu,Sangat membantu
karena menyimpan di dana bisa aman,karena menyimpan dana bisa aman
bisa dengan lebih mudah kalau mau berkirim kirim uang tanpa harus keluar rumah🫰,bisa dengan lebih mudah kalau berkirim kirim uang tanpa harus keluar rumah
saya sudah lebih dari 10 tahun berharap ada Dana cicil,saya sudah lebih dari tahun berharap Dana cicil
"ini ceritanya dana mau tutup apa gimana?, tolong dana saya tidak bisa mengirim uang. cepetan perbaiki karena sangat penting, tolong jangan berbelit Belit. plissss sangat penting mau di gunakan",ceritanya dana tutup gimana tolong dana saya tidak bisa mengirim uang cepetan perbaiki karena sangat penting tolong jangan berbelit Belit plissss sangat penting gunakan
sangat sangat membantu dalam berbagai pembayaran,sangat sangat membantu dalam berbagai pembayaran
no akun susah diganti berbelit belit,akun susah diganti berbelit belit
tidak bisa buka akun dana,tidak bisa buka akun dana
dana cicil hilang .binggung mau bayar cicilan di danq cicil,dana cicil hilang binggung bayar cicilan danq cicil
sangat membantu sekali apk dana ini saya sudah premium tetapi sayang sekali blum bisa menggunakan dana cicil nya semoga cepat di izinkan trimakasih,sangat membantu sekali dana saya sudah premium tetapi sayang sekali blum bisa menggunakan dana cicil semoga cepat izinkan trimakasih
"skrng² sulit untuk login, sangat merugikan s x. klw di uninstall,uang yg ada akan jd hilang dech, gara² ga bisa login",skrng² sulit untuk login sangat merugikan uninstalluang akan hilang dech gara² bisa login
"Unduh kode qr qris bisnis diarahkan ke info aplikasi, intinya gk bisa di unduh/download",Unduh kode qris bisnis diarahkan info aplikasi intinya bisa unduhdownload
bgus n lncar,bgus lncar
"gokil untuk menyimpan uang,dan mengirim uang dengan cepat",gokil untuk menyimpan uangdan mengirim uang dengan cepat
sangat membantu untuk kebutuhan jaman sekara cepat dan akurat..,sangat membantu untuk kebutuhan jaman sekara cepat akurat
Mudah bertransaksi,Mudah bertransaksi
akhir2 ini dana loading minta ampun mau liat riwayat baru tapi gak ada saldo nambah tapi riwayatnya gak muncul harus matiin hp dulu maru mau muter 🙈,akhir2 dana loading minta ampun liat riwayat baru tapi saldo nambah tapi riwayatnya muncul harus matiin dulu maru muter
baik dan terpercaya,baik terpercaya
kenapa kok ngak bisa lihat aktivitas sama kirim ke e wallet!?,kenapa ngak bisa lihat aktivitas sama kirim wallet
