full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
...zona kegempaan di selatan Jawa bagian barat dan tenggara Sumatera menyimpan sumber potensial gempa megathrust di masa depan dengan kekuatan hingga M 8 9. Dengan gempa sebesar ini potensi ketinggian tsunami maksimum 34 meter. https://t.co/ZmC94UxObB #Iptek #AdadiKompas,zona kegempaan selatan jawa bagian barat tenggara sumatera menyimpan sumber potensial gempa megathrust masa depan dengan kekuatan hingga dengan gempa sebesar potensi ketinggian tsunami maksimum meter tcozmcuxobb iptek adadikompas,zona kegempaan selatan jawa bagian barat tenggara sumatera menyimpan sumber potensial gempa megathrust masa depan dengan kekuatan hingga dengan gempa sebesar potensi ketinggian tsunami maksimum meter tcozmcuxobb iptek adadikompas,"['zona', 'kegempaan', 'selatan', 'jawa', 'bagian', 'barat', 'tenggara', 'sumatera', 'menyimpan', 'sumber', 'potensial', 'gempa', 'megathrust', 'masa', 'depan', 'dengan', 'kekuatan', 'hingga', 'dengan', 'gempa', 'sebesar', 'potensi', 'ketinggian', 'tsunami', 'maksimum', 'meter', 'tcozmcuxobb', 'iptek', 'adadikompas']","['zona', 'kegempaan', 'selatan', 'jawa', 'barat', 'tenggara', 'sumatera', 'menyimpan', 'sumber', 'potensial', 'gempa', 'megathrust', 'kekuatan', 'gempa', 'potensi', 'ketinggian', 'tsunami', 'maksimum', 'meter', 'tcozmcuxobb', 'iptek', 'adadikompas']",zona selatan barat tenggara sumatera simpan sumber potensial kuat potensi tinggi maksimum meter tcozmcuxobb iptek adadikompas,17,positive
 Tampaknya berasosiasi dengan bidang kontak antar lempang di zona megathrust tutur Daryono dari BMKG. #newsupdate #update #news #text https://t.co/pcdj2S5j2T,tampaknya berasosiasi dengan bidang kontak antar lempang zona megathrust tutur daryono dari bmkg newsupdate update news text tcopcdjsjt,tampaknya berasosiasi dengan bidang kontak antar lempang zona megathrust tutur daryono dari bmkg newsupdate update news text tcopcdjsjt,"['tampaknya', 'berasosiasi', 'dengan', 'bidang', 'kontak', 'antar', 'lempang', 'zona', 'megathrust', 'tutur', 'daryono', 'dari', 'bmkg', 'newsupdate', 'update', 'news', 'text', 'tcopcdjsjt']","['berasosiasi', 'bidang', 'kontak', 'lempang', 'zona', 'megathrust', 'daryono', 'bmkg', 'newsupdate', 'update', 'news', 'text', 'tcopcdjsjt']",asosiasi bidang kontak lempang zona daryono bmkg newsupdate update news text tcopcdjsjt,5,positive
@NdrewsTjan Sampai sekarang belum ada yang bisa memprediksi gempa bumi secara kapan dimana secara tepat dan berapa skalanya. Menurut saya Sunda Megathrust memang ancaman tapi menyebut angka 8.7 atau berapapun dalam diskusi akademik buat saya sensasionalis. https://t.co/CBvyDVQHgz,ndrewstjan sampai sekarang belum yang bisa memprediksi gempa bumi secara kapan dimana secara tepat berapa skalanya menurut saya sunda megathrust memang ancaman tapi menyebut angka atau berapapun dalam diskusi akademik buat saya sensasionalis tcocbvydvqhgz,ndrewstjan sampai sekarang belum yang bisa memprediksi gempa bumi secara kapan dimana secara tepat berapa skalanya menurut saya sunda megathrust memang ancaman tapi menyebut angka atau berapapun dalam diskusi akademik buat saya sensasionalis tcocbvydvqhgz,"['ndrewstjan', 'sampai', 'sekarang', 'belum', 'yang', 'bisa', 'memprediksi', 'gempa', 'bumi', 'secara', 'kapan', 'dimana', 'secara', 'tepat', 'berapa', 'skalanya', 'menurut', 'saya', 'sunda', 'megathrust', 'memang', 'ancaman', 'tapi', 'menyebut', 'angka', 'atau', 'berapapun', 'dalam', 'diskusi', 'akademik', 'buat', 'saya', 'sensasionalis', 'tcocbvydvqhgz']","['ndrewstjan', 'memprediksi', 'gempa', 'bumi', 'dimana', 'skalanya', 'sunda', 'megathrust', 'ancaman', 'menyebut', 'angka', 'diskusi', 'akademik', 'sensasionalis', 'tcocbvydvqhgz']",ndrewstjan prediksi bumi mana skala sunda ancam sebut angka diskusi akademik sensasional tcocbvydvqhgz,3,positive
@NdrewsTjan Sooner or later itu tidak ada definitive time. Region Turki sudah mengalami gempa bumi selama ribuan tahun. Kalau Jakarta sbg pusat gempa rasanya tidak tapi terkena dampak gempa besar dari Sunda megathrust bisa.,ndrewstjan sooner later tidak definitive time region turki sudah mengalami gempa bumi selama ribuan tahun kalau jakarta pusat gempa rasanya tidak tapi terkena dampak gempa besar dari sunda megathrust bisa,ndrewstjan sooner later tidak definitive time region turki sudah mengalami gempa bumi selama ribuan tahun kalau jakarta pusat gempa rasanya tidak tapi terkena dampak gempa besar dari sunda megathrust bisa,"['ndrewstjan', 'sooner', 'later', 'tidak', 'definitive', 'time', 'region', 'turki', 'sudah', 'mengalami', 'gempa', 'bumi', 'selama', 'ribuan', 'tahun', 'kalau', 'jakarta', 'pusat', 'gempa', 'rasanya', 'tidak', 'tapi', 'terkena', 'dampak', 'gempa', 'besar', 'dari', 'sunda', 'megathrust', 'bisa']","['ndrewstjan', 'sooner', 'later', 'definitive', 'time', 'region', 'turki', 'mengalami', 'gempa', 'bumi', 'ribuan', 'jakarta', 'pusat', 'gempa', 'terkena', 'dampak', 'gempa', 'sunda', 'megathrust']",ndrewstjan sooner later definitive time region turki alami bumi ribu jakarta pusat kena dampak sunda,6,positive
Gempa Bumi Magnitudo 5 2 di Selatan Banten Berasosiasi Antar Lempeng di Zona Megathrust https://t.co/Ynkhmfl6BW,gempa bumi magnitudo selatan banten berasosiasi antar lempeng zona megathrust tcoynkhmflbw,gempa bumi magnitudo selatan banten berasosiasi antar lempeng zona megathrust tcoynkhmflbw,"['gempa', 'bumi', 'magnitudo', 'selatan', 'banten', 'berasosiasi', 'antar', 'lempeng', 'zona', 'megathrust', 'tcoynkhmflbw']","['gempa', 'bumi', 'magnitudo', 'selatan', 'banten', 'berasosiasi', 'lempeng', 'zona', 'megathrust', 'tcoynkhmflbw']",bumi magnitudo selatan banten asosiasi lempeng zona tcoynkhmflbw,7,positive
Gempa Selatan Banten M5 2 baru saja memiliki kedalaman 41 km dengan mekanisme geser-naik (oblique thrust) tampaknya berasosiasi dgn bidang kontak antar lempang di zona megathrust. https://t.co/pDkENWCpDi,gempa selatan banten baru saja memiliki kedalaman dengan mekanisme gesernaik oblique thrust tampaknya berasosiasi bidang kontak antar lempang zona megathrust tcopdkenwcpdi,gempa selatan banten baru saja memiliki kedalaman dengan mekanisme gesernaik oblique thrust tampaknya berasosiasi bidang kontak antar lempang zona megathrust tcopdkenwcpdi,"['gempa', 'selatan', 'banten', 'baru', 'saja', 'memiliki', 'kedalaman', 'dengan', 'mekanisme', 'gesernaik', 'oblique', 'thrust', 'tampaknya', 'berasosiasi', 'bidang', 'kontak', 'antar', 'lempang', 'zona', 'megathrust', 'tcopdkenwcpdi']","['gempa', 'selatan', 'banten', 'memiliki', 'kedalaman', 'mekanisme', 'gesernaik', 'oblique', 'thrust', 'berasosiasi', 'bidang', 'kontak', 'lempang', 'zona', 'megathrust', 'tcopdkenwcpdi']",selatan banten milik dalam mekanisme gesernaik oblique thrust asosiasi bidang kontak lempang zona tcopdkenwcpdi,13,positive
Dari bencana gempa Turki jadi kepikiran BNPB BMKG dan instansi2 terkait kok terkesan anteng2 aja ya urusan mitigasi ancaman megathrust selatan Jawa? Atau tdk pernah diliput saja?,dari bencana gempa turki jadi kepikiran bnpb bmkg instansi terkait terkesan anteng urusan mitigasi ancaman megathrust selatan jawa atau pernah diliput saja,dari bencana gempa turki jadi kepikiran bnpb bmkg instansi terkait terkesan anteng urusan mitigasi ancaman megathrust selatan jawa atau pernah diliput saja,"['dari', 'bencana', 'gempa', 'turki', 'jadi', 'kepikiran', 'bnpb', 'bmkg', 'instansi', 'terkait', 'terkesan', 'anteng', 'urusan', 'mitigasi', 'ancaman', 'megathrust', 'selatan', 'jawa', 'atau', 'pernah', 'diliput', 'saja']","['bencana', 'gempa', 'turki', 'kepikiran', 'bnpb', 'bmkg', 'instansi', 'terkait', 'terkesan', 'anteng', 'urusan', 'mitigasi', 'ancaman', 'megathrust', 'selatan', 'jawa', 'diliput']",bencana turki pikir bnpb bmkg instansi kait kes anteng urus mitigasi ancam selatan liput,1,positive
@ika_nofiati @bdleonanda Ilmu seperti itu Standar kok Gempa sangat bisa di Prediksi melalui Ilmu yg GA Bisa itu Waktu terjadinya itu kapan Ga Bakal ada alatnya. Contoh Gempa Besar Megathrust yg Bakal Terjadi antara Jawa dan Sumatera.. TAPI Tetap saja atas Ijin Tuhan.. Senoga kita dilindungi Allah SWT.,ikanofiati bdleonanda ilmu seperti standar gempa sangat bisa prediksi melalui ilmu bisa waktu terjadinya kapan bakal alatnya contoh gempa besar megathrust bakal terjadi antara jawa sumatera tapi tetap saja atas ijin tuhan senoga kita dilindungi allah,ikanofiati bdleonanda ilmu seperti standar gempa sangat bisa prediksi melalui ilmu bisa waktu terjadinya kapan bakal alatnya contoh gempa besar megathrust bakal terjadi antara jawa sumatera tapi tetap saja atas ijin tuhan senoga kita dilindungi allah,"['ikanofiati', 'bdleonanda', 'ilmu', 'seperti', 'standar', 'gempa', 'sangat', 'bisa', 'prediksi', 'melalui', 'ilmu', 'bisa', 'waktu', 'terjadinya', 'kapan', 'bakal', 'alatnya', 'contoh', 'gempa', 'besar', 'megathrust', 'bakal', 'terjadi', 'antara', 'jawa', 'sumatera', 'tapi', 'tetap', 'saja', 'atas', 'ijin', 'tuhan', 'senoga', 'kita', 'dilindungi', 'allah']","['ikanofiati', 'bdleonanda', 'ilmu', 'standar', 'gempa', 'prediksi', 'ilmu', 'alatnya', 'contoh', 'gempa', 'megathrust', 'jawa', 'sumatera', 'ijin', 'tuhan', 'senoga', 'dilindungi', 'allah']",ikanofiati bdleonanda ilmu standar prediksi ilmu alat contoh sumatera ijin tuhan senoga lindung allah,29,positive
@Jogja_Uncover Sama kayak megathrust selatan Jawa:) ga usah di bayangin yaaa mas,jogjauncover sama kayak megathrust selatan jawa usah bayangin yaaa,jogjauncover sama kayak megathrust selatan jawa usah bayangkan ya,"['jogjauncover', 'sama', 'kayak', 'megathrust', 'selatan', 'jawa', 'usah', 'bayangkan', 'ya']","['jogjauncover', 'kayak', 'megathrust', 'selatan', 'jawa', 'bayangkan', 'ya']",jogjauncover kayak selatan bayang ya,3,positive
Gempa Turki mengingatkan kita bahwa sesar selatan jawa terutama Jawa Barat mungkin akan bangun dengan kekuatan yang besar. https://t.co/BjFWX4pnn9,gempa turki mengingatkan kita bahwa sesar selatan jawa terutama jawa barat mungkin akan bangun dengan kekuatan yang besar tcobjfwxpnn,gempa turki mengingatkan kita bahwa sesar selatan jawa terutama jawa barat mungkin akan bangun dengan kekuatan yang besar tcobjfwxpnn,"['gempa', 'turki', 'mengingatkan', 'kita', 'bahwa', 'sesar', 'selatan', 'jawa', 'terutama', 'jawa', 'barat', 'mungkin', 'akan', 'bangun', 'dengan', 'kekuatan', 'yang', 'besar', 'tcobjfwxpnn']","['gempa', 'turki', 'sesar', 'selatan', 'jawa', 'jawa', 'barat', 'bangun', 'kekuatan', 'tcobjfwxpnn']",turki sesar selatan barat bangun kuat tcobjfwxpnn,6,positive
Ngeri ngerii dah ya Allah Turki. Inalilahiwainailaihirojiun... Kebayang kalau megathrust benar terjadi,ngeri ngerii allah turki inalilahiwainailaihirojiun kebayang kalau megathrust benar terjadi,ngeri ngeri allah turki inalilahiwainailaihirojiun terbayang kalau megathrust benar terjadi,"['ngeri', 'ngeri', 'allah', 'turki', 'inalilahiwainailaihirojiun', 'terbayang', 'kalau', 'megathrust', 'benar', 'terjadi']","['ngeri', 'ngeri', 'allah', 'turki', 'inalilahiwainailaihirojiun', 'terbayang', 'megathrust']",ngeri ngeri allah turki inalilahiwainailaihirojiun bayang,-1,negative
Gempa berkekuatan M 5 4 terjadi di Samudra Hindia sebelah selatan Jawa Timur pada Senin (9/1/2023) pukul 19.26 WIB. Informasi awal BMKG gempa ini berkekuatan M 5.6. Gempa ini tidak berpotensi tsunami. https://t.co/BgBrv1aChe #Iptek #AdadiKompas,gempa berkekuatan terjadi samudra hindia sebelah selatan jawa timur pada senin  pukul  informasi awal bmkg gempa berkekuatan gempa tidak berpotensi tsunami tcobgbrvache iptek adadikompas,gempa berkekuatan terjadi samudra hindia sebelah selatan jawa timur pada senin pukul informasi awal bmkg gempa berkekuatan gempa tidak berpotensi tsunami tcobgbrvache iptek adadikompas,"['gempa', 'berkekuatan', 'terjadi', 'samudra', 'hindia', 'sebelah', 'selatan', 'jawa', 'timur', 'pada', 'senin', 'pukul', 'informasi', 'awal', 'bmkg', 'gempa', 'berkekuatan', 'gempa', 'tidak', 'berpotensi', 'tsunami', 'tcobgbrvache', 'iptek', 'adadikompas']","['gempa', 'berkekuatan', 'samudra', 'hindia', 'sebelah', 'selatan', 'jawa', 'timur', 'senin', 'informasi', 'bmkg', 'gempa', 'berkekuatan', 'gempa', 'berpotensi', 'tsunami', 'tcobgbrvache', 'iptek', 'adadikompas']",kuat samudra hindia belah selatan timur senin informasi bmkg kuat potensi tcobgbrvache iptek adadikompas,16,positive
Gempa berkekuatan M 5 4 terjadi di Samudra Hindia sebelah selatan Jawa Timur pada Senin (9/1/2023) pukul 19.26 WIB. Informasi awal BMKG gempa ini berkekuatan M 5.6. Gempa ini tidak berpotensi tsunami. https://t.co/wFsEn2E1qa #Iptek #AdadiKompas,gempa berkekuatan terjadi samudra hindia sebelah selatan jawa timur pada senin  pukul  informasi awal bmkg gempa berkekuatan gempa tidak berpotensi tsunami tcowfseneqa iptek adadikompas,gempa berkekuatan terjadi samudra hindia sebelah selatan jawa timur pada senin pukul informasi awal bmkg gempa berkekuatan gempa tidak berpotensi tsunami tcowfseneqa iptek adadikompas,"['gempa', 'berkekuatan', 'terjadi', 'samudra', 'hindia', 'sebelah', 'selatan', 'jawa', 'timur', 'pada', 'senin', 'pukul', 'informasi', 'awal', 'bmkg', 'gempa', 'berkekuatan', 'gempa', 'tidak', 'berpotensi', 'tsunami', 'tcowfseneqa', 'iptek', 'adadikompas']","['gempa', 'berkekuatan', 'samudra', 'hindia', 'sebelah', 'selatan', 'jawa', 'timur', 'senin', 'informasi', 'bmkg', 'gempa', 'berkekuatan', 'gempa', 'berpotensi', 'tsunami', 'tcowfseneqa', 'iptek', 'adadikompas']",kuat samudra hindia belah selatan timur senin informasi bmkg kuat potensi tcowfseneqa iptek adadikompas,16,positive
Gempa Megathrust Pacitan Berjenis Dangkal https://t.co/Au2zZtielI,gempa megathrust pacitan berjenis dangkal tcoauzztieli,gempa megathrust pacitan berjenis dangkal tcoauzztieli,"['gempa', 'megathrust', 'pacitan', 'berjenis', 'dangkal', 'tcoauzztieli']","['gempa', 'megathrust', 'pacitan', 'berjenis', 'dangkal', 'tcoauzztieli']",pacitan jenis dangkal tcoauzztieli,5,positive
Gempa Megathrust M 5 4 Guncang Pacitan Jatim Tidak Berpotensi Tsunami https://t.co/HZmSaOPSPW,gempa megathrust guncang pacitan jatim tidak berpotensi tsunami tcohzmsaopspw,gempa megathrust guncang pacitan jatim tidak berpotensi tsunami tcohzmsaopspw,"['gempa', 'megathrust', 'guncang', 'pacitan', 'jatim', 'tidak', 'berpotensi', 'tsunami', 'tcohzmsaopspw']","['gempa', 'megathrust', 'guncang', 'pacitan', 'jatim', 'berpotensi', 'tsunami', 'tcohzmsaopspw']",guncang pacitan jatim potensi tcohzmsaopspw,4,positive
Pacitan Jawa Timur Diguncang Gempa Megathrust M 5 4 https://t.co/jU88x0c7Yg,pacitan jawa timur diguncang gempa megathrust tcojuxcyg,pacitan jawa timur diguncang gempa megathrust tcojuxcyg,"['pacitan', 'jawa', 'timur', 'diguncang', 'gempa', 'megathrust', 'tcojuxcyg']","['pacitan', 'jawa', 'timur', 'diguncang', 'gempa', 'megathrust', 'tcojuxcyg']",pacitan timur guncang tcojuxcyg,1,positive
@DaryonoBMKG megathrust pak?,daryonobmkg megathrust,daryonobmkg megathrust,"['daryonobmkg', 'megathrust']","['daryonobmkg', 'megathrust']",daryonobmkg,0,neutral
@yakiniku_ale @BaliUtd Megathrust itu apa bang? ,yakinikuale baliutd megathrust bang,yakinikuale baliutd megathrust abang,"['yakinikuale', 'baliutd', 'megathrust', 'abang']","['yakinikuale', 'baliutd', 'megathrust', 'abang']",yakinikuale baliutd abang,0,neutral
Megathrust dan Ramalan Prabu Jayabaya soal Gempa yang Memakan Banyak Korban Jiwa https://t.co/4JGt8DohCW,megathrust ramalan prabu jayabaya soal gempa yang memakan banyak korban jiwa tcojgtdohcw,megathrust ramalan prabu jayabaya soal gempa yang memakan banyak korban jiwa tcojgtdohcw,"['megathrust', 'ramalan', 'prabu', 'jayabaya', 'soal', 'gempa', 'yang', 'memakan', 'banyak', 'korban', 'jiwa', 'tcojgtdohcw']","['megathrust', 'ramalan', 'prabu', 'jayabaya', 'gempa', 'memakan', 'korban', 'jiwa', 'tcojgtdohcw']",ramal prabu jayabaya makan korban jiwa tcojgtdohcw,3,positive
Megathrust dan Ramalan Prabu Jayabaya soal Gempa yang Memakan Banyak Korban Jiwa #LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/l07giXHMJB,megathrust ramalan prabu jayabaya soal gempa yang memakan banyak korban jiwa lengkapcepatberitanya beritaterkini berita news beritanasional tcolgixhmjb,megathrust ramalan prabu jayabaya soal gempa yang memakan banyak korban jiwa lengkapcepatberitanya beritaterkini berita news beritanasional tcolgixhmjb,"['megathrust', 'ramalan', 'prabu', 'jayabaya', 'soal', 'gempa', 'yang', 'memakan', 'banyak', 'korban', 'jiwa', 'lengkapcepatberitanya', 'beritaterkini', 'berita', 'news', 'beritanasional', 'tcolgixhmjb']","['megathrust', 'ramalan', 'prabu', 'jayabaya', 'gempa', 'memakan', 'korban', 'jiwa', 'lengkapcepatberitanya', 'beritaterkini', 'berita', 'news', 'beritanasional', 'tcolgixhmjb']",ramal prabu jayabaya makan korban jiwa lengkapcepatberitanya beritaterkini berita news beritanasional tcolgixhmjb,-1,negative
@NewsJerami apakah nanti gunung son of krakatoa ini bakal menjadi penyebab kejadian 'megathrust' (super gwempa) sulit juga rumput yg bergoyang untuk menjawab,newsjerami apakah nanti gunung krakatoa bakal menjadi penyebab kejadian megathrust super gwempa sulit juga rumput bergoyang untuk menjawab,newsjerami apakah nanti gunung krakatoa bakal menjadi penyebab kejadian megathrust super gwempa sulit juga rumput bergoyang untuk menjawab,"['newsjerami', 'apakah', 'nanti', 'gunung', 'krakatoa', 'bakal', 'menjadi', 'penyebab', 'kejadian', 'megathrust', 'super', 'gwempa', 'sulit', 'juga', 'rumput', 'bergoyang', 'untuk', 'menjawab']","['newsjerami', 'gunung', 'krakatoa', 'penyebab', 'kejadian', 'megathrust', 'super', 'gwempa', 'sulit', 'rumput', 'bergoyang']",newsjerami gunung krakatoa sebab jadi super gwempa sulit rumput goyang,6,positive
Ditahun 2023-2024 akan terjadi banyak kematian pagi sakit sorenya mati sore sakit paginya mati belum lagi bakalan terjadi the day megathrust gempa dan tsunami setinggi lebih dari 60 meter,ditahun  akan terjadi banyak kematian pagi sakit sorenya mati sore sakit paginya mati belum lagi bakalan terjadi megathrust gempa tsunami setinggi lebih dari meter,ditahun akan terjadi banyak kematian pagi sakit sorenya mati sore sakit paginya mati belum lagi bakalan terjadi megathrust gempa tsunami setinggi lebih dari meter,"['ditahun', 'akan', 'terjadi', 'banyak', 'kematian', 'pagi', 'sakit', 'sorenya', 'mati', 'sore', 'sakit', 'paginya', 'mati', 'belum', 'lagi', 'bakalan', 'terjadi', 'megathrust', 'gempa', 'tsunami', 'setinggi', 'lebih', 'dari', 'meter']","['ditahun', 'kematian', 'pagi', 'sakit', 'sorenya', 'mati', 'sore', 'sakit', 'paginya', 'mati', 'megathrust', 'gempa', 'tsunami', 'meter']",tahun mati pagi sakit sore mati sore sakit pagi mati meter,8,positive
Cuma di indo berita tentang peringatan megathrust malah dihujat yg bikin berita. Bukannya mitigasi malah maki2,cuma indo berita tentang peringatan megathrust malah dihujat bikin berita bukannya mitigasi malah maki,cuma indonesia berita tentang peringatan megathrust malah dihujat bikin berita bukannya mitigasi malah maki,"['cuma', 'indonesia', 'berita', 'tentang', 'peringatan', 'megathrust', 'malah', 'dihujat', 'bikin', 'berita', 'bukannya', 'mitigasi', 'malah', 'maki']","['indonesia', 'berita', 'peringatan', 'megathrust', 'dihujat', 'bikin', 'berita', 'mitigasi', 'maki']",berita ingat hujat bikin berita mitigasi maki,-16,negative
Kalau ada apa2 dgn orang2 atau komoditas barang yg lewat udara atau lautan kita militer kita akan diserang luar dan kalah. Setelahnya entahlah. Mungkin tenggelam oleh tsunami stlh gempa megathrust. Atau oleh abu vulkanik. (Pekan kemarin &gt;2 gunung erupsi barengan.),kalau apa orang atau komoditas barang lewat udara atau lautan kita militer kita akan diserang luar kalah setelahnya entahlah mungkin tenggelam oleh tsunami stlh gempa megathrust atau oleh vulkanik pekan kemarin gunung erupsi barengan,kalau apa orang atau komoditas barang lewat udara atau lautan kita militer kita akan diserang luar kalah setelahnya entahlah mungkin tenggelam oleh tsunami setelah gempa megathrust atau oleh vulkanik pekan kemarin gunung erupsi barengan,"['kalau', 'apa', 'orang', 'atau', 'komoditas', 'barang', 'lewat', 'udara', 'atau', 'lautan', 'kita', 'militer', 'kita', 'akan', 'diserang', 'luar', 'kalah', 'setelahnya', 'entahlah', 'mungkin', 'tenggelam', 'oleh', 'tsunami', 'setelah', 'gempa', 'megathrust', 'atau', 'oleh', 'vulkanik', 'pekan', 'kemarin', 'gunung', 'erupsi', 'barengan']","['orang', 'komoditas', 'barang', 'udara', 'lautan', 'militer', 'diserang', 'kalah', 'setelahnya', 'tenggelam', 'tsunami', 'gempa', 'megathrust', 'vulkanik', 'pekan', 'kemarin', 'gunung', 'erupsi', 'barengan']",orang komoditas barang udara laut militer serang kalah telah tenggelam vulkanik pekan kemarin gunung erupsi bareng,-5,negative
