Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
"diturunin bintang nya ya,karena gopay pinjam nya gak bisa di tarik dana lagi dengan alasan data tidak valid,padahal pengajuan yang pertama di acc,terus untuk pelunasan nya pun malah sebelum jatuh tempo nya,,ehh pas udah di lunasin malah gak bisa tarik dana lagi lapor ke cs gak ada solusi,sama aja dengan alasan yang sama Data tidak Valid,kalau tidak valid buat apa pengajuan yang pertama di acc, anehh...",diturunin bintang yakarena gopay pinjam bisa tarik dana lagi dengan alasan data tidak validpadahal pengajuan yang pertama accterus untuk pelunasan malah sebelum jatuh tempo nyaehh udah lunasin malah bisa tarik dana lagi lapor solusisama dengan alasan yang sama data tidak validkalau tidak valid buat pengajuan yang pertama anehh,diturunin bintang yakarena gopay pinjam bisa tarik dana lagi dengan alasan data tidak validpadahal pengajuan yang pertama accterus untuk pelunasan malah sebelum jatuh tempo nyaehh sudah lunasin malah bisa tarik dana lagi lapor solusisama dengan alasan yang sama data tidak validkalau tidak valid buat pengajuan yang pertama anehh,"['diturunin', 'bintang', 'yakarena', 'gopay', 'pinjam', 'bisa', 'tarik', 'dana', 'lagi', 'dengan', 'alasan', 'data', 'tidak', 'validpadahal', 'pengajuan', 'yang', 'pertama', 'accterus', 'untuk', 'pelunasan', 'malah', 'sebelum', 'jatuh', 'tempo', 'nyaehh', 'sudah', 'lunasin', 'malah', 'bisa', 'tarik', 'dana', 'lagi', 'lapor', 'solusisama', 'dengan', 'alasan', 'yang', 'sama', 'data', 'tidak', 'validkalau', 'tidak', 'valid', 'buat', 'pengajuan', 'yang', 'pertama', 'anehh']","['diturunin', 'bintang', 'yakarena', 'gopay', 'pinjam', 'tarik', 'dana', 'alasan', 'data', 'validpadahal', 'pengajuan', 'accterus', 'pelunasan', 'jatuh', 'tempo', 'nyaehh', 'lunasin', 'tarik', 'dana', 'lapor', 'solusisama', 'alasan', 'data', 'validkalau', 'valid', 'pengajuan', 'anehh']",diturunin bintang yakarena gopay pinjam tarik dana alas data validpadahal aju accterus lunas jatuh tempo nyaehh lunasin tarik dana lapor solusisama alas data validkalau valid aju anehh
seneng,seneng,senang,['senang'],['senang'],senang
baru mau coba smg aja bagus,baru coba bagus,baru coba bagus,"['baru', 'coba', 'bagus']","['coba', 'bagus']",coba bagus
aman dan lncar,aman lncar,aman lncar,"['aman', 'lncar']","['aman', 'lncar']",aman lncar
baik swkali,baik swkali,baik swkali,"['baik', 'swkali']",['swkali'],swkali
jossssss,jossssss,jossssss,['jossssss'],['jossssss'],jossssss
bgus bgt,bgus,bagus,['bagus'],['bagus'],bagus
memuasankan,memuasankan,memuasankan,['memuasankan'],['memuasankan'],memuasankan
aplikasi ini sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus,"['aplikasi', 'sangat', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
buat saya bagus,buat saya bagus,buat saya bagus,"['buat', 'saya', 'bagus']",['bagus'],bagus
bagus sekali👍,bagus sekali,bagus sekali,"['bagus', 'sekali']",['bagus'],bagus
sangat menarik,sangat menarik,sangat menarik,"['sangat', 'menarik']",['menarik'],tarik
masa gw top up free fire 100 diamond yang masuk cuma 50 diamond kan aneh tolong di jawab admin,masa free fire diamond yang masuk cuma diamond aneh tolong jawab admin,masa free fire diamond yang masuk cuma diamond aneh tolong jawab admin,"['masa', 'free', 'fire', 'diamond', 'yang', 'masuk', 'cuma', 'diamond', 'aneh', 'tolong', 'jawab', 'admin']","['free', 'fire', 'diamond', 'masuk', 'diamond', 'aneh', 'tolong', 'admin']",free fire diamond masuk diamond aneh tolong admin
saya sangat suka sama aplikasi gopay,saya sangat suka sama aplikasi gopay,saya sangat suka sama aplikasi gopay,"['saya', 'sangat', 'suka', 'sama', 'aplikasi', 'gopay']","['suka', 'aplikasi', 'gopay']",suka aplikasi gopay
saya sangat puas dengan layanan ini,saya sangat puas dengan layanan,saya sangat puas dengan layanan,"['saya', 'sangat', 'puas', 'dengan', 'layanan']","['puas', 'layanan']",puas layan
tolong aktif kan play later 🙏,tolong aktif play later,tolong aktif play later,"['tolong', 'aktif', 'play', 'later']","['tolong', 'aktif', 'play', 'later']",tolong aktif play later
jozzzzz,jozzzzz,jozzzzz,['jozzzzz'],['jozzzzz'],jozzzzz
Alhamdulillah sangat membantu,alhamdulillah sangat membantu,alhamdulillah sangat membantu,"['alhamdulillah', 'sangat', 'membantu']","['alhamdulillah', 'membantu']",alhamdulillah bantu
ok dan terpecaya,terpecaya,terpecaya,['terpecaya'],['terpecaya'],terpecaya
Bagus dan sangat membantu sekali,bagus sangat membantu sekali,bagus sangat membantu sekali,"['bagus', 'sangat', 'membantu', 'sekali']","['bagus', 'membantu']",bagus bantu
sang at memuasakan,sang memuasakan,sang memuasakan,"['sang', 'memuasakan']","['sang', 'memuasakan']",sang puasa
lebih mudah bertransaksi,lebih mudah bertransaksi,lebih mudah bertransaksi,"['lebih', 'mudah', 'bertransaksi']","['mudah', 'bertransaksi']",mudah transaksi
jangan pake gopay untuk transaksi beli pulsa soalnya ini apk ngga jelas isi pulsa nomer itu salah dan nomer ngga aktif/ nomer tidak terdaftar tapi malah transaksi berhasil dan ngga bisa kembali saldonya mendingan pake ewalet dana ajh,jangan pake gopay untuk transaksi beli pulsa soalnya ngga jelas pulsa nomer salah nomer ngga aktif nomer tidak terdaftar tapi malah transaksi berhasil ngga bisa kembali saldonya mendingan pake ewalet dana,jangan pakai gopay untuk transaksi beli pulsa soalnya tidak jelas pulsa nomer salah nomer tidak aktif nomer tidak terdaftar tapi malah transaksi berhasil tidak bisa kembali saldonya mendingan pakai ewalet dana,"['jangan', 'pakai', 'gopay', 'untuk', 'transaksi', 'beli', 'pulsa', 'soalnya', 'tidak', 'jelas', 'pulsa', 'nomer', 'salah', 'nomer', 'tidak', 'aktif', 'nomer', 'tidak', 'terdaftar', 'tapi', 'malah', 'transaksi', 'berhasil', 'tidak', 'bisa', 'kembali', 'saldonya', 'mendingan', 'pakai', 'ewalet', 'dana']","['pakai', 'gopay', 'transaksi', 'beli', 'pulsa', 'pulsa', 'nomer', 'salah', 'nomer', 'aktif', 'nomer', 'terdaftar', 'transaksi', 'berhasil', 'saldonya', 'mendingan', 'pakai', 'ewalet', 'dana']",pakai gopay transaksi beli pulsa pulsa nomer salah nomer aktif nomer daftar transaksi hasil saldo mending pakai ewalet dana
pembayaran selalu gagal,pembayaran selalu gagal,pembayaran selalu gagal,"['pembayaran', 'selalu', 'gagal']","['pembayaran', 'gagal']",bayar gagal
sukses,sukses,sukses,['sukses'],['sukses'],sukses
sya ada masalah log in. sudah mengikuti prosuder yang ada tapi belum ada balasa kenapa nomor saya sudah tidk terdaftar. padahal saya ada saldo di go pay.,masalah sudah mengikuti prosuder yang tapi belum balasa kenapa nomor saya sudah tidk terdaftar padahal saya saldo,masalah sudah mengikuti prosuder yang tapi belum balasa kenapa nomor saya sudah tidk terdaftar padahal saya saldo,"['masalah', 'sudah', 'mengikuti', 'prosuder', 'yang', 'tapi', 'belum', 'balasa', 'kenapa', 'nomor', 'saya', 'sudah', 'tidk', 'terdaftar', 'padahal', 'saya', 'saldo']","['mengikuti', 'prosuder', 'balasa', 'nomor', 'tidk', 'terdaftar', 'saldo']",ikut prosuder balasa nomor tidk daftar saldo
wah mantap ini apk,mantap,mantap,['mantap'],['mantap'],mantap
mantap tikatkan terus,mantap tikatkan terus,mantap tikatkan terus,"['mantap', 'tikatkan', 'terus']","['mantap', 'tikatkan']",mantap tikatkan
"kocak kocak, kemaren akun saya pake promo cashback malah gak balik lagi saldo saya sekarang ikut event chek in coinnya gak masuk, ini bukan tentang nilai tapi tentang tanggung jawab aplikasi! buat yg pake ni aplikasi hati-hati banyak bug yang tidak ada tanggung jawab",kocak kocak kemaren akun saya pake promo cashback malah balik lagi saldo saya sekarang ikut event chek coinnya masuk bukan tentang nilai tapi tentang tanggung jawab aplikasi buat pake aplikasi hatihati banyak yang tidak tanggung jawab,kocak kocak kemarin akun saya pakai promo cashback malah balik lagi saldo saya sekarang ikut event chek coinnya masuk bukan tentang nilai tapi tentang tanggung jawab aplikasi buat pakai aplikasi hatihati banyak yang tidak tanggung jawab,"['kocak', 'kocak', 'kemarin', 'akun', 'saya', 'pakai', 'promo', 'cashback', 'malah', 'balik', 'lagi', 'saldo', 'saya', 'sekarang', 'ikut', 'event', 'chek', 'coinnya', 'masuk', 'bukan', 'tentang', 'nilai', 'tapi', 'tentang', 'tanggung', 'jawab', 'aplikasi', 'buat', 'pakai', 'aplikasi', 'hatihati', 'banyak', 'yang', 'tidak', 'tanggung', 'jawab']","['kocak', 'kocak', 'kemarin', 'akun', 'pakai', 'promo', 'cashback', 'saldo', 'event', 'chek', 'coinnya', 'masuk', 'nilai', 'tanggung', 'aplikasi', 'pakai', 'aplikasi', 'hatihati', 'tanggung']",kocak kocak kemarin akun pakai promo cashback saldo event chek coinnya masuk nilai tanggung aplikasi pakai aplikasi hatihati tanggung
sangat terpercaya saya merasa senang sekali menggunakan gopay,sangat terpercaya saya merasa senang sekali menggunakan gopay,sangat terpercaya saya merasa senang sekali menggunakan gopay,"['sangat', 'terpercaya', 'saya', 'merasa', 'senang', 'sekali', 'menggunakan', 'gopay']","['terpercaya', 'senang', 'gopay']",percaya senang gopay
Terima kasih telah dikonfirmasi dengan cepat jika ada masalah costumer servic sangat membantu,terima kasih telah dikonfirmasi dengan cepat jika masalah costumer servic sangat membantu,terima kasih telah dikonfirmasi dengan cepat jika masalah costumer servic sangat membantu,"['terima', 'kasih', 'telah', 'dikonfirmasi', 'dengan', 'cepat', 'jika', 'masalah', 'costumer', 'servic', 'sangat', 'membantu']","['terima', 'kasih', 'dikonfirmasi', 'cepat', 'costumer', 'servic', 'membantu']",terima kasih konfirmasi cepat costumer servic bantu
ok Banget,banget,banget,['banget'],['banget'],banget
sangat bagus apk GoPay ter percaya,sangat bagus gopay percaya,sangat bagus gopay percaya,"['sangat', 'bagus', 'gopay', 'percaya']","['bagus', 'gopay', 'percaya']",bagus gopay percaya
untuk semua skedar saran saya udah aktifpan 100% ke amanan tapi masih bisa kena hack uang saya ilang semua lalau akun saya kena blokir gabisa apa apa mohon di bantu devloper,untuk semua skedar saran saya udah aktifpan amanan tapi masih bisa kena hack uang saya ilang semua lalau akun saya kena blokir gabisa mohon bantu devloper,untuk semua sekadar saran saya sudah aktifpan amanan tapi masih bisa kena hack uang saya hilang semua lalau akun saya kena blokir tidak bisa mohon bantu devloper,"['untuk', 'semua', 'sekadar', 'saran', 'saya', 'sudah', 'aktifpan', 'amanan', 'tapi', 'masih', 'bisa', 'kena', 'hack', 'uang', 'saya', 'hilang', 'semua', 'lalau', 'akun', 'saya', 'kena', 'blokir', 'tidak', 'bisa', 'mohon', 'bantu', 'devloper']","['saran', 'aktifpan', 'amanan', 'kena', 'hack', 'uang', 'hilang', 'lalau', 'akun', 'kena', 'blokir', 'mohon', 'bantu', 'devloper']",saran aktifpan aman kena hack uang hilang lalau akun kena blokir mohon bantu devloper
kenapa saya susah login ke akun kecewa,kenapa saya susah login akun kecewa,kenapa saya susah login akun kecewa,"['kenapa', 'saya', 'susah', 'login', 'akun', 'kecewa']","['susah', 'login', 'akun', 'kecewa']",susah login akun kecewa
ribetnya minta ampun mau transfer aja selalu ada.notif lagi di perbaiki.nyesel saya pakai gopay,ribetnya minta ampun transfer selalu adanotif lagi perbaikinyesel saya pakai gopay,ribetnya meminta ampun transfer selalu adanotif lagi perbaikinyesel saya pakai gopay,"['ribetnya', 'meminta', 'ampun', 'transfer', 'selalu', 'adanotif', 'lagi', 'perbaikinyesel', 'saya', 'pakai', 'gopay']","['ribetnya', 'ampun', 'transfer', 'adanotif', 'perbaikinyesel', 'pakai', 'gopay']",ribetnya ampun transfer adanotif perbaikinyesel pakai gopay
"saya mengalami masalah, saya transfer ke teman saya ke dana, menggunakan metode pembayaran BCA VA, saldo di BCA VA saya sudah terpotong, tapi tidak masuk ke akun teman saya, teman saya menggunakan aplikasi dana, setelah saya cek untuk pengiriman ke dana sedang bermasalah, jadi kemana uang saya??? sedangkan saldo saya terpotong, dan status transaksinya berhasil.",saya mengalami masalah saya transfer teman saya dana menggunakan metode pembayaran saldo saya sudah terpotong tapi tidak masuk akun teman saya teman saya menggunakan aplikasi dana setelah saya untuk pengiriman dana sedang bermasalah jadi kemana uang saya sedangkan saldo saya terpotong status transaksinya berhasil,saya mengalami masalah saya transfer teman saya dana menggunakan metode pembayaran saldo saya sudah terpotong tapi tidak masuk akun teman saya teman saya menggunakan aplikasi dana setelah saya untuk pengiriman dana sedang bermasalah jadi kemana uang saya sedangkan saldo saya terpotong status transaksinya berhasil,"['saya', 'mengalami', 'masalah', 'saya', 'transfer', 'teman', 'saya', 'dana', 'menggunakan', 'metode', 'pembayaran', 'saldo', 'saya', 'sudah', 'terpotong', 'tapi', 'tidak', 'masuk', 'akun', 'teman', 'saya', 'teman', 'saya', 'menggunakan', 'aplikasi', 'dana', 'setelah', 'saya', 'untuk', 'pengiriman', 'dana', 'sedang', 'bermasalah', 'jadi', 'kemana', 'uang', 'saya', 'sedangkan', 'saldo', 'saya', 'terpotong', 'status', 'transaksinya', 'berhasil']","['mengalami', 'transfer', 'teman', 'dana', 'metode', 'pembayaran', 'saldo', 'terpotong', 'masuk', 'akun', 'teman', 'teman', 'aplikasi', 'dana', 'pengiriman', 'dana', 'bermasalah', 'kemana', 'uang', 'saldo', 'terpotong', 'status', 'transaksinya', 'berhasil']",alami transfer teman dana metode bayar saldo potong masuk akun teman teman aplikasi dana kirim dana masalah mana uang saldo potong status transaksi hasil
mantap baru mecuba mudahan tidak.mengecewakan,mantap baru mecuba mudahan tidakmengecewakan,mantap baru mecuba mudahan tidakmengecewakan,"['mantap', 'baru', 'mecuba', 'mudahan', 'tidakmengecewakan']","['mantap', 'mecuba', 'mudahan', 'tidakmengecewakan']",mantap mecuba mudah tidakmengecewakan
sangat membantu dan memuaskan dri segi pelayanan,sangat membantu memuaskan segi pelayanan,sangat membantu memuaskan segi pelayanan,"['sangat', 'membantu', 'memuaskan', 'segi', 'pelayanan']","['membantu', 'memuaskan', 'segi', 'pelayanan']",bantu muas segi layan
"ini gimana ya ? saya mau login dengan nomor hape saya, sudah verifikasi lewat whatsapp tiba-tiba diminta untuk verifikasi lagi via email. Yang jadi masalah saya tidak tau itu email siapa ? padahal baru ada top up gopay, rencana mau aktif pakai lagi, tapi malah gini jadinya? solusinya gimana ini ? udah topup banyak lagi",gimana saya login dengan nomor hape saya sudah verifikasi lewat whatsapp tibatiba diminta untuk verifikasi lagi email yang jadi masalah saya tidak email siapa padahal baru gopay rencana aktif pakai lagi tapi malah gini jadinya solusinya gimana udah topup banyak lagi,bagaimana saya login dengan nomor hape saya sudah verifikasi lewat whatsapp tibatiba diminta untuk verifikasi lagi email yang jadi masalah saya tidak email siapa padahal baru gopay rencana aktif pakai lagi tapi malah begini jadinya solusinya bagaimana sudah topup banyak lagi,"['bagaimana', 'saya', 'login', 'dengan', 'nomor', 'hape', 'saya', 'sudah', 'verifikasi', 'lewat', 'whatsapp', 'tibatiba', 'diminta', 'untuk', 'verifikasi', 'lagi', 'email', 'yang', 'jadi', 'masalah', 'saya', 'tidak', 'email', 'siapa', 'padahal', 'baru', 'gopay', 'rencana', 'aktif', 'pakai', 'lagi', 'tapi', 'malah', 'begini', 'jadinya', 'solusinya', 'bagaimana', 'sudah', 'topup', 'banyak', 'lagi']","['login', 'nomor', 'hape', 'verifikasi', 'whatsapp', 'tibatiba', 'verifikasi', 'email', 'email', 'gopay', 'rencana', 'aktif', 'pakai', 'solusinya', 'topup']",login nomor hape verifikasi whatsapp tibatiba verifikasi email email gopay rencana aktif pakai solusi topup
naikin limit dong,naikin limit dong,naikin limit dong,"['naikin', 'limit', 'dong']","['naikin', 'limit']",naikin limit
suka banget dengan gopay udah 7 th pakai app ini dan app gojek sangat membatu and tranfer² bebas admin dan lain nya buruan cepet download app ini,suka banget dengan gopay udah pakai gojek sangat membatu tranfer bebas admin lain buruan cepet download,suka banget dengan gopay sudah pakai gojek sangat membatu tranfer bebas admin lain buruan cepat download,"['suka', 'banget', 'dengan', 'gopay', 'sudah', 'pakai', 'gojek', 'sangat', 'membatu', 'tranfer', 'bebas', 'admin', 'lain', 'buruan', 'cepat', 'download']","['suka', 'banget', 'gopay', 'pakai', 'gojek', 'membatu', 'tranfer', 'bebas', 'admin', 'buruan', 'cepat', 'download']",suka banget gopay pakai gojek batu tranfer bebas admin buru cepat download
woi lama perbaikan kalian ini..,lama perbaikan kalian,lama perbaikan kalian,"['lama', 'perbaikan', 'kalian']",['perbaikan'],baik
"main game gopay coin, tetapi coin yang diperoleh dari hasil main gopay coin kadang bug tidak masuk coinnya, sangat merugikan 😑",main game gopay coin tetapi coin yang diperoleh dari hasil main gopay coin kadang tidak masuk coinnya sangat merugikan,main game gopay coin tetapi coin yang diperoleh dari hasil main gopay coin kadang tidak masuk coinnya sangat merugikan,"['main', 'game', 'gopay', 'coin', 'tetapi', 'coin', 'yang', 'diperoleh', 'dari', 'hasil', 'main', 'gopay', 'coin', 'kadang', 'tidak', 'masuk', 'coinnya', 'sangat', 'merugikan']","['main', 'game', 'gopay', 'coin', 'coin', 'diperoleh', 'hasil', 'main', 'gopay', 'coin', 'kadang', 'masuk', 'coinnya', 'merugikan']",main game gopay coin coin oleh hasil main gopay coin kadang masuk coinnya rugi
"Aplikasi gopay ini 👍 Sangat membantu saya,,dari bayar listrik,, transfer uang kemana aja,,juga paket kota,, engga perlu LG keluar rumah,,kalau bagi saya gopay top abis 👍👍👍🥰🥰🥰🥰",aplikasi gopay sangat membantu sayadari bayar listrik transfer uang kemana ajajuga paket kota engga perlu keluar rumahkalau bagi saya gopay abis,aplikasi gopay sangat membantu sayadari bayar listrik transfer uang kemana ajajuga paket kota tidak perlu keluar rumahkalau bagi saya gopay habis,"['aplikasi', 'gopay', 'sangat', 'membantu', 'sayadari', 'bayar', 'listrik', 'transfer', 'uang', 'kemana', 'ajajuga', 'paket', 'kota', 'tidak', 'perlu', 'keluar', 'rumahkalau', 'bagi', 'saya', 'gopay', 'habis']","['aplikasi', 'gopay', 'membantu', 'sayadari', 'bayar', 'listrik', 'transfer', 'uang', 'kemana', 'ajajuga', 'paket', 'kota', 'rumahkalau', 'gopay', 'habis']",aplikasi gopay bantu sayadari bayar listrik transfer uang mana ajajuga paket kota rumahkalau gopay habis
mau hpus akun gk bisa,hpus akun bisa,hapus akun bisa,"['hapus', 'akun', 'bisa']","['hapus', 'akun']",hapus akun
gopay terpercaya,gopay terpercaya,gopay terpercaya,"['gopay', 'terpercaya']","['gopay', 'terpercaya']",gopay percaya
sangat meriah,sangat meriah,sangat meriah,"['sangat', 'meriah']",['meriah'],riah
